director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,language,imdb_score,title_year,color
Kimball Tolomelli,Georg Glazebrook,Crime|Musical,Teddy Poyner,"Cotton Club, The",Fairleigh MacCombe,Distributed,Kashmiri,76,2007,Color
Dalt Boosey,Kipper Peachment,Documentary,Andrey Karpov,Lightning Bolt: The Power of Salad,Maddalena Gyngell,Future-proofed,Azeri,90,2002,Color
Richmound Terrey,Lonnie Giffin,Documentary,Kippie Admans,"Last Real Men, The (Die letzten Männer)",Madlen MacPharlain,Progressive,Bislama,64,1992,Color
Shelton Mapledoram,Koral Christou,Action|Comedy,Lilly Parramore,Three Fugitives,Rosanna Rosenhaus,Object-based,Papiamento,55,2010,Color
Ibbie Clears,Brew Koene,Thriller,Hamel Threadgill,American Roulette,Ronny Warke,Automated,Lithuanian,29,2003,Color
Horatio Goodin,Johannes Hebard,Adventure|Drama|Romance|War,Luca Creboe,"Buccaneer, The",Nyssa Vanyatin,installation,Tamil,66,1997,Color
Willis Blenkinship,Flory Roseby,Drama|Thriller,Andrea Yakebovitch,"Human Factor, The",Leena Dumphries,Open-source,Ndebele,23,2011,Color
Francklin Hundall,Murray Maynell,Thriller,Melisse Dibbs,Crimetime,Wright Duckerin,Advanced,Irish Gaelic,53,1995,Color
Chicky MacDavitt,Germain Greenstead,Crime,Romola Kohlerman,In Cold Blood,Kerstin Bucktharp,Versatile,Northern Sotho,49,1997,Color
Rene Wenn,Fayth Marquand,Drama|Mystery|Romance,Christabella Baugh,Keep Your Distance,Dacie Danielovitch,leading edge,Assamese,82,2010,Color
Andrew Enderwick,Catharine Ranklin,Adventure|Children|Fantasy,Vachel Rape,"Trouble at Timpetill (Enfants de Timpelbach, Les)",Perla Webley,background,Tok Pisin,13,1997,Color
Blaine De Anesy,Hillier Aitkin,Adventure|Drama,Hortensia Laux,Barabbas,Fredelia Mullaney,homogeneous,Kashmiri,49,2010,Color
Lyndsie Pickthall,Annemarie Triswell,Documentary,Violet Iannuzzelli,American Dream,Ruben Brompton,emulation,Pashto,2,1992,Color
Nevil Iacobo,Gregor Bottom,Crime|Horror,Rhody Langmaid,King of the Ants,Jodee Whitewood,Self-enabling,Kyrgyz,15,1986,Color
Tiler Gemelli,Cyrus Van Schafflaer,Comedy|Drama|Romance,Trudey Coward,Green Card,Fanni Springett,background,Swahili,62,2003,Color
Tait Comelini,Sylas Krysztowczyk,Drama,Arri Grzesiak,"Fall of the Roman Empire, The",Sarita Babb,architecture,Dhivehi,91,2001,Color
Bond McKearnen,Elayne Kluss,Drama,Cosetta Kryszka,"Raisin in the Sun, A",Maurine Ashard,hybrid,Amharic,16,2008,Color
Sutherland Szwarc,Paloma Trustrie,Documentary,Dede Giffard,Stories We Tell,Christoper Sunner,model,Bosnian,90,2011,Color
Foster Galliard,Lowell O'Reilly,Comedy,Duff Fawks,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob)",Sherman Lummasana,24 hour,Kazakh,22,2009,Color
Kristin Wickson,Alejandrina Arnal,Crime|Film-Noir|Romance,Mira Beckworth,They Live by Night,Kip Kaplin,modular,Papiamento,41,1992,Color
Hagan Lilie,Dori Marvelley,Comedy,Yolanda Loyns,Losin' It,Gayleen Spittle,hub,Ndebele,14,2003,Color
Humberto Leinthall,Kincaid Epsly,Action|Horror|Sci-Fi|Thriller,Jemie Rathjen,Hollow Man II,Daveta Joplin,high-level,English,67,2011,Color
Carlotta Hamlin,Johna Brimfield,Comedy|Drama|Musical|Romance,Fern Maseyk,Show Boat,Miltie Charles,foreground,Swahili,39,1996,Color
Tanner Habbeshaw,Estell Souttar,Drama|War,Holmes Maydwell,Attack!,Edith Cable,definition,English,4,1992,Color
Gradeigh Bartolozzi,Cynthy Marrington,Comedy|Horror,Marilin Doman,The Horribly Slow Murderer with the Extremely Inefficient Weapon,Mathew Doghartie,Advanced,Hindi,23,1996,Color
Chelsy Moring,Kylie Helsby,Comedy,Sebastien Crickett,"Merry War, A",Shela Wooland,Object-based,Irish Gaelic,25,1998,Color
Maddy Povah,Briano Merrywether,Adventure|Sci-Fi,Ronni Godden,Baby... Secret of the Lost Legend,Wanda McCourtie,Object-based,Estonian,92,2012,Color
Felic Beardshall,Abie Ripsher,Action,Nickie Yantsurev,Thunderbolt and Lightfoot,Wallas Borleace,data-warehouse,Bengali,3,1998,Color
Jone Duckett,Ferdy Whitwood,Drama,Bram Lawford,"Saint of Fort Washington, The",Burgess Saleway,firmware,Burmese,39,2006,Color
Gretchen Skerritt,Mikey Hugnot,Drama,Garvy Olivet,Film About a Woman Who...,Ree Rapport,optimal,Fijian,94,1992,Color
Lynde Strowan,Leona Eginton,Drama,Edmund McGirl,Traffic Affairs (Mitfahrer),Sherrie Liddell,secured line,Catalan,10,2004,Color
Evelin Brough,Thacher Rosendall,Drama,Berri Greenstock,One Fine Spring Day (Bomnaleun ganda),Minerva Cawkwell,Universal,Catalan,55,1992,Color
Minor Guirard,Banky Swepstone,Action|Adventure|Sci-Fi|War,Mozes Nutkin,MGS: Philanthropy,Clarke LeEstut,projection,Nepali,38,2006,Color
Ariana Mercy,Eugene Hurle,Horror|Mystery|Thriller,Vonny von Grollmann,Tenebre,Joana Lauxmann,core,Zulu,24,1997,Color
Timmy Blanket,Kipper Roughsedge,Drama|War,Wit Petrussi,Nomad (Köshpendiler),Willi Bridgewood,local,Estonian,59,1992,Color
Arabelle Timmermann,Cherri Sturt,Crime|Drama|Film-Noir|Thriller,Leelah Connaughton,Cause for Alarm!,Orv Malyon,bottom-line,Japanese,60,1989,Color
Cully Abyss,Jenifer Thick,Comedy|Drama,Laina Keal,I'll Never Forget What's'isname,Dulcy Krishtopaittis,algorithm,Kurdish,72,1986,Color
Katherine Hagyard,Roz Greengrass,Adventure|Drama|Fantasy,Phyllida Bessell,Season of the Witch,Felipe Hankins,optimizing,Thai,87,2008,Color
Mechelle Schleicher,Halsy Kliemann,Drama,Meghann Banton,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu)",Vonnie McNay,application,Bosnian,42,2006,Color
Francoise Feldfisher,Cello Starr,Adventure|Children,Trina Payley,"Little Vampire, The",Karel Devers,zero defect,Korean,93,2005,Color
Debby Morsom,Trever Beynon,Documentary|War,Arabel Mallion,Frozen Hell (Jäämarssi) ,Iago Kerridge,solution,English,49,1995,Color
Thorvald Di Domenico,Jamesy Emes,Drama|Romance,Jeannie Patillo,"Man and a Woman, A (Un homme et une femme)",Aleda Junkinson,optimal,Guaraní,61,1993,Color
Gayleen De la croix,Whittaker Berkery,Action|Comedy|Crime|Drama,Roma Wansbury,"Blind Swordsman: Zatoichi, The (Zatôichi)",Sybila Shawley,hierarchy,Yiddish,69,1999,Color
Issie Grzegorek,Nollie Gregine,Comedy|Drama|Romance,Parker Swannie,Kwik Stop,Kristan Shwalbe,Object-based,German,9,1999,Color
Fields Dikes,Averil Fulloway,Comedy,Marcelia Fellis,Comedy Central Roast of Bob Saget,Barbee Shickle,responsive,Albanian,97,1996,Color
Binnie Fakes,Cleve Cessford,Comedy|Crime|Drama|Romance,Leena Hercock,Brother Orchid,Gunar Gladden,Right-sized,Czech,54,2007,Color
Lodovico Plom,Caitlin Paley,Comedy|Drama,Tresa Rodinger,Zero Motivation (Efes beyahasei enosh),Marcella Horick,hardware,Dari,18,2010,Color
Otis Slyford,Obadias Dongles,Comedy|Drama,Broderic Casolla,"Big Blonde, The (Iso vaalee)",Eolanda Vasile,projection,Thai,48,1996,Color
Ilyssa Foli,Gianina Probet,Comedy,Kathlin Attersoll,Sordid Lives,Beatriz Puleque,open system,Haitian Creole,12,2011,Color
Aile Dorrell,Ulric Everiss,Comedy|Crime,Fabio Balffye,"Hot Rock, The",Yvor Gamil,Visionary,Assamese,20,1998,Color
Sybyl Stonestreet,Frederique Peregrine,Thriller,Flor Bysshe,Break Up,Paddy Rubinchik,Universal,Thai,27,2007,Color
Orv Hafford,Gard Toderbrugge,Animation|Comedy,Wilmar Seiffert,Neighbours,Scarlett Hawkshaw,reciprocal,Albanian,69,2009,Color
Orran Whodcoat,Stephie Dagger,Drama,Ruth Torr,"Earrings of Madame de..., The (Madame de...)",Frayda O' Byrne,moderator,Kurdish,88,1986,Color
Orelle Cresar,Esdras Leaburn,Drama,Sebastiano Coley,Nobody Wants the Night,Corena Ivoshin,User-centric,Persian,99,1998,Color
Jarrod Jonke,Hunt Ceresa,Children|Drama,Tory Megainey,"Littlest Rebel, The",Wallie Dunford,Total,Guaraní,24,2009,Color
Bill Foottit,Lind Bellfield,Action|Drama,Dorie Hartford,Sirocco,Andeee Schrader,Multi-layered,Kazakh,67,2012,Color
Gerry Hawkyens,Brietta Yemm,Documentary,Josselyn Box,Reel Rock 7 ,Emlen Kenelin,Enhanced,Somali,75,2002,Color
Germain Ladyman,Carolus Pratten,Drama|Romance,Thomasin Faunch,Jane Eyre,Brunhilde Bernhardsson,Function-based,Nepali,2,2001,Color
Tiena Mayfield,Vidovik Abramow,Drama|Romance,Any Cornu,Leather Jacket Love Story,Giles Urwin,Devolved,Chinese,25,1992,Color
Robyn Gueste,Emlynne Gruszecki,Documentary,Wadsworth Headley,Paradise Lost: The Child Murders at Robin Hood Hills,Cathyleen Hounsom,analyzing,Thai,12,1987,Color
Caterina Maudsley,Matt Kirsch,Horror,Lona Boorman,"Entity, The",Allyn Skaif,Reverse-engineered,Amharic,52,2010,Color
Jandy Andrieux,Rog Chaman,Drama|Horror|Sci-Fi,Jessika Fairfoul,Godzilla (Gojira),Wandie Akaster,optimizing,Punjabi,42,2001,Color
Dana Boyson,Ariana McFetridge,Drama,Evaleen Meiklem,"Swimmer, The",Romeo Cruxton,Focused,Dari,46,2003,Color
Anna-maria Mc Gaughey,Farr Lowless,Action|Comedy,Duffie Whiteley,Hitman (Contract Killer) (Sat sau ji wong),Sonnnie Casari,capacity,Māori,43,2001,Color
Neill Jacqueme,Chiquita Ficken,Horror|Thriller,Noble Donnel,Eden Lake,Meredith Vernham,help-desk,Tajik,81,2007,Color
Brion Vallentine,Thatcher Switzer,Action|Adventure|Sci-Fi|Thriller|IMAX,Phylis Cochrane,G.I. Joe: Retaliation,Bartolemo Burgher,coherent,French,100,2009,Color
Onofredo Whotton,Lianna Ballach,Comedy|Crime|Romance,Joelle Lillecrap,Grosse Pointe Blank,Terri Hinemoor,Monitored,Armenian,2,2009,Color
Alvin Proudlock,Henrieta Alfonsetto,Documentary,Cordy Greenroa,Wheel of Time,Ellyn McAw,capability,Korean,97,2012,Color
Stacy Tolerton,Katrine Wilkie,Comedy,Dermot Christol,Klown: The Movie (Klovn),Isabelita Fragino,coherent,Thai,16,2000,Color
Sascha Jenking,Brigid Peltzer,Drama,Hannie Sisnett,Fierce People,Skylar Mongan,throughput,Hungarian,96,2005,Color
Tootsie Climer,Yettie Lovejoy,Comedy|Romance,Marion Rennebach,"Guy Thing, A",Jemimah Emlin,methodical,Japanese,87,1972,Color
Bay MacShane,Wallie Rylands,Drama|War,Jerrilee Ucceli,Regeneration,Eleanora Cotterel,radical,Khmer,51,2011,Color
Valaree Norkutt,Barri Brahams,Drama|Fantasy,Daniela Silveston,"Dance of Reality, The (Danza de la realidad, La)",Muffin Raeside,Future-proofed,German,24,2001,Color
Kiah Belison,Spike McIntosh,Horror|Mystery|Thriller,Rheba Ianelli,"Abandoned, The",Jaime Conan,Function-based,Zulu,20,1996,Color
Michelina Matzaitis,Anastassia Allpress,Documentary,Gaye Lockley,"Hamster Factor and Other Tales of Twelve Monkeys, The",Shirlene Dornan,5th generation,Malagasy,74,2011,Color
Shayna Carwithan,Dayle Cubberley,Drama|Romance,Dicky Blunt,Frida,Reilly Chilver,Integrated,Arabic,59,2001,Color
Faythe Sheals,Inesita Milmith,Comedy,Blondie Sloey,Fragments of an Alms-Film (Fragmentos de um Filme-Esmola: A Sagrada Família),Desi Boner,benchmark,Guaraní,58,1967,Color
Mason Greasty,Juliann Newband,Comedy|Romance,Virginie Laminman,Maybe Baby,Isadore Wolpert,heuristic,Malagasy,48,2000,Color
Misha Skene,Xavier Chitter,Action|Adventure|Children|Comedy|Fantasy,Ike Allard,"Goonies, The",Rubie Kildahl,human-resource,Belarusian,88,1986,Color
Jewel Baudet,Carlyle Camplejohn,Comedy|Drama,Joe Heild,We All Loved Each Other So Much (C'eravamo tanto amati),Aeriela Manilow,project,West Frisian,48,2012,Color
Elonore Routham,Pace Matthews,Comedy|Drama,Donnajean Abrahamson,Why Stop Now,Sandy Coughlin,multimedia,Dari,54,1995,Color
Homere Ruckhard,Idette Andrzejak,Adventure|Animation|Children|Musical,Ketty Francis,Pete's Dragon,Emelia d' Elboux,ability,Somali,43,2001,Color
Tamiko Wontner,Garth Lawlance,Drama,Burke Waddington,Intimacy,Costa De Vere,asymmetric,Lithuanian,8,2004,Color
Micheil Brun,Selie Slimon,Comedy,Inna Vakhrushev,Nadine,Dottie Anderl,neutral,Fijian,50,1999,Color
Natty Pilling,Hedvige Dearan,Comedy|Drama,Lion Lafford,August: Osage County,Katharyn Chatwood,6th generation,Finnish,13,2001,Color
Renae Flancinbaum,Addia O'Crigane,Drama,Isac Jurs,Spring Forward,Bryana Mordan,Sharable,Bosnian,7,1995,Color
Andre Western,Angel Kestin,Action|Comedy|Crime,Bradly Georgiev,Avenging Angelo,Meggy Bedford,regional,Hebrew,38,1992,Color
Ambros Sasser,Franciskus Strute,Drama,Amitie Dannehl,"Long, Hot Summer, The",Dode Cornes,user-facing,English,89,2008,Color
Darb Bedborough,Jacquelynn Tetford,Drama|Romance,Savina Cleal,Boy,Mimi Paolozzi,national,Afrikaans,65,2007,Color
Zachery McCloughen,Amil Glede,Action|Drama|War,Lib McCadden,Memphis Belle,Alexandre Clyant,6th generation,Mongolian,17,2001,Color
Artus Kreutzer,Illa Peckett,Comedy|Romance,Jenica Mence,It Had to Be You,Rogers McCathy,Universal,Azeri,24,2009,Color
Iain Goodbarr,Milton Kleen,Action|Adventure|Drama,Lesli O'Hoey,"Karate Kid, Part II, The",Klaus Mullord,approach,Sotho,35,1972,Color
Kathleen McCool,Morgun Brech,Drama,Conrado Attard,Swing Shift,Emmalyn Keavy,Upgradable,Danish,54,1990,Color
Andris Clash,Lanita Springate,Action|Crime|Drama|Thriller,Antony Waylett,"Boondock Saints, The",Gaultiero Chant,paradigm,Macedonian,92,2011,Color
Franchot Fergusson,Madelaine Atto,Action|Adventure|Drama|Fantasy|Romance,Corissa Southam,Merlin,Livvyy Wycliffe,discrete,Dari,67,2005,Color
Kamilah Glisenan,Kenneth Gomby,Animation,Currie Bengochea,Claymation Comedy of Horrors,Garry Yurenin,info-mediaries,Filipino,41,2008,Color
Wilmer Bend,Fanchon Skeleton,Comedy,Kiel Wilder,Just Looking,Cornelius Ellwell,intangible,Kurdish,56,2010,Color
Jackson Sargant,Katti Simioni,Horror,Raquela Ireland,Friday the 13th,Wernher Alphege,maximized,Romanian,49,1968,Color
Leticia Eatock,Remus Orro,Crime,Juieta Rehme,"Rage in Harlem, A",Carson Brychan,Cross-platform,Telugu,93,2002,Color
Bab Badder,Kelsey Cutler,Adventure|Children|Comedy,Alicia Taffie,Beverly Hills Chihuahua 3,Gasparo Farnin,benchmark,Azeri,90,1994,Color
Stewart Borsay,Albrecht Stutard,Action|Comedy|Crime,Zorana Parrin,Torrente 2: Misión Marbella,Nikolas Francis,zero administration,Polish,76,1996,Color
Felipe Lilburne,Nona Seleway,Crime|Thriller,Marie-ann Falloon,Femme Fatale,Leone Audritt,Balanced,Czech,51,1992,Color
Mara Fyall,Willetta Muddicliffe,Crime|Horror|Mystery|Thriller,Tremayne McMickan,Tell Me Something (Telmisseomding),Ingmar Toms,Devolved,Dari,38,1998,Color
Gray Muncer,Baxter Maven,Drama,Jdavie Minty,Blue,Tiffany Leuty,De-engineered,Icelandic,42,2011,Color
Evelina Illesley,Agace Folshom,Drama,Aprilette Kleinsmuntz,"Question of Silence, A (De stilte rond Christine M.)",Vlad Jodlkowski,portal,Norwegian,87,2007,Color
Darlleen MacSweeney,Mattie Froome,Sci-Fi,Brendin Dodds,Pumzi,Stanton Fryatt,pricing structure,Tswana,66,2007,Color
Chicky O'Fallon,Patty Hart,Crime|Drama,Nisse Gauford,Longford,Jan Cobon,secondary,Japanese,3,2003,Color
Abbe Calendar,Claude Wiburn,Crime|Drama,Alta Mardlin,Thick as Thieves,Doralyn Peiser,well-modulated,Kashmiri,35,2005,Color
Karlik Timeby,Kerrin Parke,Drama|Romance,Worthington Kenzie,Reaching for the Moon,Merna de Clerc,info-mediaries,Montenegrin,38,2001,Color
Alexandra Main,Nerita McLoney,Drama,Risa Bruster,"Magic of Ordinary Days, The",Willis Dugall,mobile,Assamese,95,1997,Color
Amabelle Gelardi,Glori Caldroni,Sci-Fi|Thriller,Alica Eastlake,Sphere,Franciskus Radbourne,non-volatile,Hebrew,42,2008,Color
Lilyan Skunes,Lilias Baseley,Drama|Musical,Jarrod Hamblington,"Traviata, La",Kaylee De la Harpe,productivity,Albanian,61,1994,Color
Tabatha Chidley,Margarete Camilio,Comedy,Fayina Vedishchev,Escanaba in da Moonlight,Caren Ilott,solution-oriented,Marathi,9,1963,Color
Valli Freezer,Kara-lynn Asals,Drama,Tandi Tremmil,On_Line (a.k.a. On Line),Katherine Clare,dedicated,Nepali,11,2009,Color
Melina Doumenc,Merell Bilborough,Comedy|Drama|Romance,Martyn Ferrick,Our Little Girl,Hank Retter,Multi-channelled,Malagasy,13,2004,Color
Emera Hulstrom,Lorrie Verrier,Adventure|Comedy|Drama|Fantasy,Reilly Lotze,"Bird People in China, The (Chûgoku no chôjin)",Bette Tettley,Enterprise-wide,Swahili,84,1993,Color
Ignacius Janew,Juliana MacHoste,Action|Adventure|Drama,Latrena Suggett,Samurai I: Musashi Miyamoto (Miyamoto Musashi),Huntington Mucci,utilisation,Albanian,12,1997,Color
Katuscha Bottom,Suki Ivchenko,Documentary,Tann Giroldo,Prodigal Sons,Alvinia Benoey,Seamless,Macedonian,67,1993,Color
Zacharias Points,Konstantine Rosen,Horror,Dottie Mackerness,"ABCs of Death, The",Derrek Claughton,workforce,Georgian,70,2006,Color
Wanda Farmery,Elsi Schriren,Comedy|Drama,Lory Helgass,"Pool, The",Bette Jaine,service-desk,Oriya,15,2003,Color
Susy Hanlon,Fredelia Bickley,Comedy|Drama,Grantley Pietsma,Saving Mr. Banks,Kerrill Garth,intangible,Pashto,63,2006,Color
Sukey Rotter,Rosalyn Raubenheimer,Drama,Aubrey Merrill,Faces,Mirella Nussgen,24/7,Zulu,100,2010,Color
Johnathan Ellgood,Johnnie Simko,Documentary|War,Andrea Lalley,Frozen Hell (Jäämarssi) ,Cecilio Valerius,intranet,Czech,66,1993,Color
Juditha MacDonogh,Jolynn Coughan,Drama|War,Kamila Spellecy,My Boy Jack,Katusha Kennicott,asynchronous,Polish,45,2001,Color
Vania Butchart,Nerty Hatliff,Western,Ario Stichel,Posse,Codie Priestland,contingency,Swedish,67,2001,Color
Melitta Earngy,Georgi McCrone,Drama|Romance,Malia Chesley,"Silver Chalice, The",Hyacinthia Valadez,Monitored,Irish Gaelic,93,2003,Color
Edithe Vine,Mirabella Catterill,Horror|Sci-Fi|Thriller,Gordy Barrim,Puppet Master,Shepperd Duffield,analyzing,Burmese,40,2012,Color
Carin Romi,Faith Mantha,Comedy|Drama|Romance,Torey Atwel,Under the Roofs of Paris (Sous les toits de Paris),Phedra Mattei,exuding,Latvian,20,2007,Color
Charmaine Sadlier,Jeanna Prescot,Drama|Romance,Leia Galgey,StreetDance 3D,Sandra Meynell,Centralized,Bislama,47,1999,Color
Onfre Devennie,Joice Beavan,Drama|Romance,Samantha Redmond,Raintree County,Phillis Ruhben,paradigm,Northern Sotho,54,1993,Color
Mal Buckmaster,Russell Haig,Horror|Sci-Fi,Tod Philipart,"Leech Woman, The",Ketti Sweetsur,user-facing,Dari,29,2005,Color
Herman Blythin,Jacky Syddie,Action|Crime|Drama,Bayard Pindell,Breaking News (Daai si gin),Anatole McQuillen,regional,Montenegrin,93,2002,Color
Madlen Ellingford,Dyann Mibourne,Comedy,Elfrida Bruckner,Expelled,Ive Goggey,Pre-emptive,Nepali,44,2004,Color
Demetri Harkness,Clarita Sirman,Drama,Evie Keoghan,Paradise: Faith (Paradies: Glaube),Agathe Hatto,Optimized,New Zealand Sign Language,58,2007,Color
Nissa Yardy,Corinna Thormwell,Drama|Romance,Norris St Quenin,Mad Love (Sappho),Kristofer Truckett,database,English,67,2009,Color
Josi Nertney,Lorinda Pieterick,Crime|Documentary|Drama,Marna Addeycott,Bonnie and Clyde,Khalil Lattie,context-sensitive,German,18,2007,Color
Pepi Shorthouse,Carrie Romanet,Action,Seamus Brennon,Third World Cop,Mireille Coad,success,Danish,93,2007,Color
Bond Ewestace,Gus Huniwall,Adventure|Sci-Fi,Freida Coady,Fantastic Voyage,Eliza Gantley,Re-engineered,Georgian,36,1993,Color
Beth Pengelly,Isidora Mountford,Drama,Dyann Gippes,When Father Was Away on Business (Otac na sluzbenom putu),Clevie Gillbee,Open-architected,French,18,1989,Color
Eleonore Hamblyn,Gerianna Pimer,Crime|Drama|Mystery,Richardo Geary,Jesse Stone: Night Passage,Karlens Pre,multi-state,Kannada,40,2000,Color
Saxe Carillo,Emilie Cribbins,Comedy|Drama|Romance,Maude Totman,Bombshell,Ilka Lamerton,local area network,Kyrgyz,17,1999,Color
Jacky Stormonth,Olympia Di Iorio,War,Farlie Kleinlerer,"Walk in the Sun, A",Ede Ovendale,Synergistic,Somali,2,1996,Color
Guy Esp,Jacklyn Clapham,Drama|Romance,Brett MacLeese,Off Beat,Darrel Bang,Object-based,Hebrew,41,1998,Color
Daniella Chartman,Gael Winney,Drama,Addia Attawell,Fuzz,Igor Skittle,grid-enabled,Haitian Creole,45,2012,Color
Loren Blowne,Robbert Trotman,Drama|Romance,Kaycee Sennett,My Blueberry Nights,Harli Powell,Polarised,Filipino,48,2001,Color
Duane Brampton,Shea Crew,Drama,Dreddy Harrowing,"Man for All Seasons, A",Christie Piotr,value-added,Fijian,42,1993,Color
Modestine Gardner,Gwenneth Owttrim,Drama|Western,Hayes Roubeix,"Unforgiven, The",Aluino Spowart,Graphical User Interface,Polish,14,1997,Color
Coral Jaher,Vina Mamwell,Action|Adventure|IMAX,Loralie Jelliman,Chinese Zodiac (Armour of God III) (CZ12),Chelsy Nickoll,protocol,Khmer,61,2006,Color
Frannie Geffinger,Barth Drinkale,Drama,Barton Rushby,Through the Forest,Christalle Jirasek,pricing structure,Quechua,12,1983,Color
Drake Heddan,Son Jowsey,Adventure|Animation|Children|Comedy,Mirilla Forryan,"Little Brother, Big Trouble: A Christmas Adventure (Niko 2: Lentäjäveljekset)",Bran McVane,methodology,New Zealand Sign Language,94,1984,Color
Arnold Ronald,Alina Whysall,Comedy,Nikos Laurentino,"People, Places, Things",Clare Pochet,Persistent,Papiamento,82,1992,Color
Billye Vanyatin,Saidee Jeffery,Comedy|Drama,Atlante Strangwood,Ménage (Tenue de soirée),Sarene Farr,Switchable,Zulu,27,2012,Color
Dewain Julian,Thorndike Millar,Adventure|Romance|Western,Rufus Beeble,California Conquest,Eleanor Bertie,incremental,Norwegian,14,1996,Color
Indira Leatherborrow,Sheffield Steers,Drama,Magdalene Gruczka,33 Scenes from Life (33 sceny z zycia),Che Ruger,hub,Guaraní,58,1992,Color
Lukas Derkes,Ora Weeden,Documentary,Avril Stephens,American Teen,Diana Zanitti,transitional,Oriya,98,2001,Color
Yehudi Pollington,Keefe Turpey,Comedy|Drama|Romance,Jo Shelp,Emma,Dana Clemmens,Ergonomic,Swati,60,2003,Color
Merry Huntingdon,Abel Hitzmann,Action|Crime|Thriller,Jareb Staries,Time and Tide (Seunlau Ngaklau),Gabriela Shord,open system,Tajik,64,2006,Color
Maxine Connett,Nickie Heers,Drama|Romance,Ottilie Pesselt,Spread,Gilli Foker,Extended,Tetum,6,2009,Color
Yulma Duprey,Spense Claricoats,Action,Glyn Aronow,Crows Zero (Kurôzu zero),Brandy Rowaszkiewicz,Devolved,Amharic,79,2001,Color
Calley Menaul,Aksel Bazek,Comedy|Documentary|Drama,Ophelia Esley,Stephen Tobolowsky's Birthday Party,Sibby Sigsworth,frame,Sotho,99,1992,Color
Brigit Tinan,Shaun Ortes,Comedy|Drama|Romance,Cecile Guyver,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The)",Huntley Mayhew,Synergized,Icelandic,97,2012,Color
Philippa Geraldini,Erasmus Grainger,Drama|Romance|Western,Banky Lathwood,Texas,Caresa Buggs,Public-key,Dari,46,1999,Color
Ezekiel Westphalen,Verile Roder,Animation|Comedy,Rosaleen Stummeyer,Puss in Boots: The Three Diablos,Merwyn Puckinghorne,neural-net,Malay,29,2002,Color
Gaylord Fromont,Nomi Guinness,Drama|Fantasy|Sci-Fi,Fleurette Dewey,Dune,Bunni Snowdon,dedicated,Dari,35,2003,Color
Quentin D'Agostino,Sheena Boullen,Drama|Musical,Griselda Polson,Zoot Suit,Bradly Nunan,Persevering,Swati,72,2005,Color
Iseabal Rumsey,Alix Giffkins,Drama,Maury Limon,Lilith,Darcie Baskeyfield,functionalities,Kyrgyz,55,1987,Color
Lark Capey,Rebbecca MacPeake,Children|Comedy|Musical,Concordia Jeandot,Summer Magic,Nahum Fawssett,Down-sized,Dzongkha,39,1997,Color
Joachim Kirkpatrick,Dulcia Fairall,Drama|Romance,Beilul Parlott,The Way He Looks,Hank Tue,pricing structure,Fijian,10,2005,Color
Fulvia Ballham,Faythe Findlay,Drama,Dinah Beckenham,Dirty Story,Brittaney Seckom,access,Hebrew,26,2005,Color
Bobbee Shimwall,Arlette Renzullo,Crime|Drama|Film-Noir,Garry Danev,Born to Kill,Marika Leggatt,Sharable,Kannada,25,2000,Color
Leta Gillaspy,Selma Ronchka,Horror|Sci-Fi|Thriller|War,Nanice Woof,"Objective, The",Gwenny Pomery,Re-engineered,Sotho,2,2006,Color
Torrie Rossi,Benedikt Igo,Action|Comedy|Horror,Lucky Robbey,Leprechaun in the Hood,Jemmie Surguine,Open-architected,Tsonga,76,1992,Color
Peterus Springthorp,Rubin Knutton,Action|Comedy|Crime|Romance|Thriller,Brand Eacott,The Squeeze,Beverley Serotsky,dynamic,Tajik,90,1996,Color
Binni Askam,Brantley Sell,Drama|Romance,Berry Ovitz,Mr. Jones,Toiboid Hayen,local area network,Korean,21,2011,Color
Nanni Cridland,Norton Van Hault,Drama|Romance,Marybeth Waliszek,Dream Boy,Berton Hassen,homogeneous,Gagauz,18,1992,Color
Iris Cunnow,Louis Chrestien,(no genres listed),Nicole Pinnell,The Lost Squadron,Ivor Adolfsen,Optional,Korean,38,1987,Color
Kata MacPharlain,Moe Makin,Horror|Thriller,Dasha Parmiter,Panic Button,Wallas Tollit,synergy,Kashmiri,35,1986,Color
Jerald Shale,Eduard Pullen,Crime|Drama,Haily Rysom,Smart Money,Malissia Hall-Gough,logistical,English,13,1997,Color
Smitty Oloshin,Frederica Bodesson,Adventure|Documentary,Hagen Haslegrave,Progression,Britt Burrus,strategy,Armenian,88,2012,Color
Timothee Loads,Susie Banbrick,Action|Drama,Elysia Vasyukhin,Repeaters ,Jewelle Boarleyson,actuating,Danish,60,1997,Color
Sonny Gudgeon,Anestassia Bengefield,Comedy|Drama,Ogdan Whitloe,Kotch,Beatriz Fifield,dedicated,Polish,16,2009,Color
Banky Weyland,Ricky Pimblott,Comedy|Western,Riane Piele,¡Three Amigos!,Dan Bumford,zero administration,Tsonga,6,2009,Color
Brod Fincken,Cloe Vigers,Comedy,Christalle Mildner,Taxi zum Klo,Dru Clench,Grass-roots,Japanese,87,1998,Color
